,Fecha,Longitud,Latitud,Polaridad,Magnitud [kA],Corriente
250465,2019-11-28 05:16:57.617,-73.9676,7.0358,-1,5.8,-5.8
250466,2019-11-28 05:17:00.097,-73.9773,6.9577,-1,17.7,-17.7
250467,2019-11-28 05:17:04.800,-73.881,6.9816,-1,11.4,-11.4
250468,2019-11-28 05:17:04.963,-73.8056,7.1635,1,7.6,7.6
250469,2019-11-28 05:17:14.900,-73.9915,6.9288,1,7.7,7.7
250470,2019-11-28 05:17:20.563,-73.9449,6.9495,-1,4.4,-4.4
250471,2019-11-28 05:17:37.093,-73.95,7.0321,-1,11.8,-11.8
250472,2019-11-28 05:17:45.143,-73.9728,6.9378,-1,32.5,-32.5
250473,2019-11-28 05:17:45.193,-73.9734,6.9325,-1,20.4,-20.4
250474,2019-11-28 05:17:45.220,-73.9721,6.9346,-1,7.2,-7.2
250475,2019-11-28 05:17:45.930,-73.9737,6.9368,-1,24.2,-24.2
250476,2019-11-28 05:17:46.980,-73.982,6.9489,-1,5.9,-5.9
250477,2019-11-28 05:17:59.640,-73.9135,6.5723,-1,7.7,-7.7
250478,2019-11-28 05:18:06.270,-74.0852,6.8788,1,5.2,5.2
250479,2019-11-28 05:18:11.077,-73.9927,6.9486,1,4.2,4.2
250480,2019-11-28 05:18:15.587,-74.1071,6.9458,1,5.3,5.3
250481,2019-11-28 05:18:19.593,-73.8821,6.9929,-1,6.6,-6.6
250482,2019-11-28 05:18:30.790,-74.0005,6.949,1,25.4,25.4
250483,2019-11-28 05:18:40.920,-73.9907,6.9432,-1,8.1,-8.1
250484,2019-11-28 05:18:42.850,-73.8639,6.9575,-1,19.3,-19.3
250485,2019-11-28 05:18:42.947,-73.9111,6.5929,1,5.7,5.7
250486,2019-11-28 05:18:48.610,-74.1258,6.9528,1,5.7,5.7
250487,2019-11-28 05:18:54.553,-73.7748,6.9786,1,4.4,4.4
250488,2019-11-28 05:18:57.870,-74.2652,6.9232,1,16.7,16.7
250489,2019-11-28 05:19:15.347,-73.8283,6.9728,1,7.1,7.1
250490,2019-11-28 05:19:27.733,-73.8679,6.9757,-1,72.2,-72.2
250491,2019-11-28 05:19:27.760,-73.8527,6.992000000000001,-1,18.7,-18.7
250492,2019-11-28 05:19:27.783,-73.8665,6.9785,-1,22.0,-22.0
250493,2019-11-28 05:19:27.840,-73.8717,6.9775,-1,19.6,-19.6
250494,2019-11-28 05:19:27.857,-73.8568,6.98,-1,12.8,-12.8
250495,2019-11-28 05:19:27.897,-73.8594,6.9796,-1,21.4,-21.4
250496,2019-11-28 05:19:27.907,-73.8564,6.9819,-1,14.8,-14.8
250497,2019-11-28 05:19:27.960,-73.8563,6.987,-1,17.7,-17.7
250498,2019-11-28 05:19:28.037,-73.8608,6.9838,-1,47.1,-47.1
250499,2019-11-28 05:19:28.090,-73.8515,6.989,-1,5.6,-5.6
250500,2019-11-28 05:19:28.367,-73.8621,6.9901,-1,10.1,-10.1
250501,2019-11-28 05:19:28.640,-73.8601,6.9841,-1,26.1,-26.1
250502,2019-11-28 05:19:28.640,-73.836,6.8861,-1,8.1,-8.1
250503,2019-11-28 05:19:28.760,-73.8518,6.9882,-1,6.0,-6.0
250504,2019-11-28 05:19:33.400,-73.9832,6.9269,1,9.0,9.0
250505,2019-11-28 05:19:40.637,-74.008,6.9089,1,18.0,18.0
250506,2019-11-28 05:19:51.243,-73.8127,6.9808,1,4.2,4.2
250507,2019-11-28 05:20:09.710,-73.8838,7.0715,-1,14.9,-14.9
250508,2019-11-28 05:20:14.083,-74.0281,6.9375,1,9.5,9.5
250509,2019-11-28 05:20:22.623,-74.1327,6.9504,1,5.5,5.5
250510,2019-11-28 05:20:24.153,-73.8919,6.9623,1,42.3,42.3
250511,2019-11-28 05:20:32.230,-73.657,7.1669,-1,4.9,-4.9
250512,2019-11-28 05:20:32.793,-74.2613,6.9216,-1,6.5,-6.5
250513,2019-11-28 05:20:32.793,-74.2604,6.9218,-1,6.6,-6.6
250514,2019-11-28 05:20:56.140,-74.0039,6.9317,-1,73.6,-73.6
250515,2019-11-28 05:20:56.243,-74.0038,6.9326,-1,43.2,-43.2
250516,2019-11-28 05:20:56.307,-74.0025,6.9338,-1,15.1,-15.1
250517,2019-11-28 05:20:56.413,-74.0042,6.9325,-1,26.8,-26.8
250518,2019-11-28 05:20:56.663,-74.0044,6.9327,-1,35.6,-35.6
250519,2019-11-28 05:20:56.947,-74.0056,6.9297,-1,7.0,-7.0
250520,2019-11-28 05:21:05.110,-73.8074,6.9555,-1,6.4,-6.4
250521,2019-11-28 05:21:23.637,-73.9823,6.9689,1,21.7,21.7
250522,2019-11-28 05:21:34.627,-73.8727,6.9625,-1,25.2,-25.2
250523,2019-11-28 05:21:41.423,-74.0964,6.9007,-1,12.1,-12.1
250524,2019-11-28 05:21:43.190,-73.7821,6.9773,1,8.7,8.7
250525,2019-11-28 05:21:49.513,-73.9108,6.9288,1,4.9,4.9
250526,2019-11-28 05:22:08.320,-73.9123,6.9715,1,5.2,5.2
250527,2019-11-28 05:22:08.360,-73.9813,6.9204,-1,11.3,-11.3
250528,2019-11-28 05:22:13.287,-73.8629,6.9902,-1,6.7,-6.7
250529,2019-11-28 05:22:22.803,-73.9582,6.9261,-1,19.5,-19.5
250530,2019-11-28 05:22:22.810,-73.9502,6.9138,1,6.2,6.2
250531,2019-11-28 05:22:22.817,-73.9811,6.9303,1,5.6,5.6
250532,2019-11-28 05:22:23.323,-73.8393,7.0483,1,9.7,9.7
250533,2019-11-28 05:22:28.837,-73.9025,6.9825,1,7.1,7.1
250534,2019-11-28 05:22:36.020,-74.054,6.8717,1,7.6,7.6
250535,2019-11-28 05:23:05.047,-74.0262,6.9216,1,14.2,14.2
250536,2019-11-28 05:23:05.060,-74.0017,6.9383,1,12.0,12.0
250537,2019-11-28 05:23:23.397,-73.9223,6.9406,-1,15.1,-15.1
250538,2019-11-28 05:23:24.267,-73.8354,6.9432,-1,18.4,-18.4
250539,2019-11-28 05:23:42.013,-73.9673,6.9303,-1,14.9,-14.9
250540,2019-11-28 05:23:42.177,-73.9991,7.0048,1,4.9,4.9
250541,2019-11-28 05:23:44.553,-73.85300000000001,6.9723,-1,16.4,-16.4
250542,2019-11-28 05:23:56.990,-73.916,6.9485,-1,28.0,-28.0
250543,2019-11-28 05:23:57.403,-74.0084,6.9809,1,6.0,6.0
250544,2019-11-28 05:24:09.973,-73.9701,6.9173,-1,15.0,-15.0
250545,2019-11-28 05:24:13.553,-73.8817,6.981,1,8.7,8.7
250546,2019-11-28 05:24:13.567,-73.8872,6.9895,1,8.1,8.1
250547,2019-11-28 05:24:17.993,-74.1267,6.9573,1,19.7,19.7
250548,2019-11-28 05:24:18.020,-74.1207,6.9566,1,6.7,6.7
250549,2019-11-28 05:24:28.973,-74.0154,6.972,-1,9.4,-9.4
250550,2019-11-28 05:24:35.403,-74.3026,6.9349,-1,14.3,-14.3
250551,2019-11-28 05:24:35.403,-74.2778,6.919,1,8.9,8.9
250552,2019-11-28 05:24:35.403,-74.3218,6.9453,-1,18.2,-18.2
250553,2019-11-28 05:24:36.760,-74.1171,6.9658,1,4.9,4.9
250554,2019-11-28 05:24:36.793,-74.109,6.9955,1,6.5,6.5
250555,2019-11-28 05:24:46.173,-73.8226,7.032,-1,6.9,-6.9
250556,2019-11-28 05:24:46.180,-73.884,6.9871,1,6.2,6.2
250557,2019-11-28 05:24:50.150,-73.9888,6.9444,-1,93.2,-93.2
250558,2019-11-28 05:24:50.277,-73.9936,6.9385,-1,20.9,-20.9
250559,2019-11-28 05:24:50.603,-73.9506,6.9852,-1,25.2,-25.2
250560,2019-11-28 05:24:50.880,-73.9474,6.9896,-1,27.2,-27.2
250561,2019-11-28 05:24:51.077,-73.9381,6.9916,-1,15.0,-15.0
250562,2019-11-28 05:24:51.203,-73.9397,6.9911,-1,12.0,-12.0
250563,2019-11-28 05:24:56.533,-73.8179,6.9769,-1,8.3,-8.3
250564,2019-11-28 05:25:07.797,-73.9195,6.9429,-1,16.8,-16.8
250565,2019-11-28 05:25:08.017,-73.9506,6.9961,1,4.4,4.4
250566,2019-11-28 05:25:24.593,-73.9918,6.9271,-1,4.3,-4.3
250567,2019-11-28 05:25:31.793,-73.8616,6.9954,1,4.9,4.9
250568,2019-11-28 05:25:39.067,-74.0113,6.9557,1,18.2,18.2
250569,2019-11-28 05:25:39.083,-73.9669,6.9197,1,4.7,4.7
250570,2019-11-28 05:25:39.520,-73.9929,6.9407,-1,9.0,-9.0
250571,2019-11-28 05:25:39.530,-73.9988,6.9248,-1,71.6,-71.6
250572,2019-11-28 05:25:39.670,-73.9916,6.928999999999999,-1,10.9,-10.9
250573,2019-11-28 05:25:39.757,-73.9942,6.9266,-1,25.1,-25.1
250574,2019-11-28 05:25:39.830,-73.9906,6.9291,-1,4.9,-4.9
250575,2019-11-28 05:25:40.003,-73.9931,6.9277,-1,10.7,-10.7
250576,2019-11-28 05:25:53.053,-73.7876,6.9424,-1,9.5,-9.5
250577,2019-11-28 05:25:55.377,-73.8932,7.0137,-1,5.7,-5.7
250578,2019-11-28 05:25:55.383,-73.9754,6.9772,-1,8.6,-8.6
250579,2019-11-28 05:25:55.553,-73.88600000000001,6.9918,1,7.1,7.1
250580,2019-11-28 05:25:59.533,-74.0945,6.885,1,14.1,14.1
250581,2019-11-28 05:26:11.353,-73.9853,6.9419,-1,19.7,-19.7
250582,2019-11-28 05:26:11.440,-73.9761,6.9111,1,4.4,4.4
250583,2019-11-28 05:26:31.847,-73.9308,6.9342,-1,12.6,-12.6
250584,2019-11-28 05:26:40.580,-74.1028,6.9487,1,10.7,10.7
250585,2019-11-28 05:26:45.710,-74.0274,7.1467,1,7.8,7.8
250586,2019-11-28 05:26:53.767,-73.9771,6.9349,-1,13.8,-13.8
250587,2019-11-28 05:27:09.113,-73.8345,6.9572,-1,10.4,-10.4
250588,2019-11-28 05:27:21.647,-73.8781,7.0138,1,22.9,22.9
250589,2019-11-28 05:27:36.617,-73.9648,6.9206,-1,12.7,-12.7
250590,2019-11-28 05:27:36.663,-73.9886,6.9282,1,7.7,7.7
250591,2019-11-28 05:27:36.860,-73.9875,6.9239999999999995,-1,6.2,-6.2
250592,2019-11-28 05:27:42.843,-73.9199,6.987,1,20.6,20.6
250593,2019-11-28 05:27:49.667,-73.9984,6.9485,1,6.2,6.2
250594,2019-11-28 05:27:57.650,-73.8056,6.9558,1,6.2,6.2
250595,2019-11-28 05:27:59.727,-73.9944,6.932,1,6.4,6.4
250596,2019-11-28 05:28:23.307,-73.9105,6.9392,1,5.6,5.6
250597,2019-11-28 05:28:29.870,-74.1833,6.9165,-1,7.2,-7.2
250598,2019-11-28 05:28:30.050,-74.1158,6.9013,1,12.6,12.6
250599,2019-11-28 05:28:34.663,-74.025,6.931,-1,12.4,-12.4
250600,2019-11-28 05:28:41.213,-73.8719,7.0032,1,4.5,4.5
250601,2019-11-28 05:28:43.513,-73.9838,6.9812,1,5.1,5.1
250602,2019-11-28 05:28:43.690,-74.001,6.9466,-1,15.6,-15.6
250603,2019-11-28 05:28:43.880,-73.9901,7.0048,1,8.4,8.4
250604,2019-11-28 05:28:44.267,-73.9695,6.8057,-1,8.3,-8.3
250605,2019-11-28 05:28:57.260,-73.9912,6.9309,1,15.0,15.0
250606,2019-11-28 05:28:57.633,-74.0333,7.0188,1,7.9,7.9
250607,2019-11-28 05:28:57.647,-74.0142,6.959,-1,17.8,-17.8
250608,2019-11-28 05:28:57.647,-74.0643,7.0025,1,6.1,6.1
250609,2019-11-28 05:28:57.857,-73.8084,6.9591,1,5.3,5.3
250610,2019-11-28 05:28:57.977,-73.8479,6.9834,-1,18.0,-18.0
250611,2019-11-28 05:28:58.180,-73.9891,6.9741,-1,8.3,-8.3
250612,2019-11-28 05:29:19.267,-74.1079,6.9313,-1,7.4,-7.4
250613,2019-11-28 05:29:19.273,-74.1375,6.9415,1,6.9,6.9
250614,2019-11-28 05:29:25.410,-74.3338,6.8477,1,6.7,6.7
250615,2019-11-28 05:29:25.410,-74.3095,6.9525,-1,5.7,-5.7
250616,2019-11-28 05:29:29.440,-73.8106,6.9795,-1,5.6,-5.6
250617,2019-11-28 05:29:43.123,-74.0394,6.8916,-1,5.7,-5.7
250618,2019-11-28 05:29:49.690,-73.8193,6.9667,-1,10.1,-10.1
250619,2019-11-28 05:29:50.173,-74.035,6.9558,1,6.7,6.7
250620,2019-11-28 05:29:50.233,-74.0381,6.9601,1,6.4,6.4
250621,2019-11-28 05:29:52.857,-74.063,6.8786,1,4.5,4.5
250622,2019-11-28 05:29:56.737,-74.0053,6.9471,-1,5.4,-5.4
250623,2019-11-28 05:29:57.700,-73.8542,7.0087,-1,7.5,-7.5
250624,2019-11-28 05:30:00.330,-74.0035,7.1184,-1,4.1,-4.1
250625,2019-11-28 05:30:00.777,-74.02600000000001,6.9709,1,4.6,4.6
250626,2019-11-28 05:30:10.930,-73.8421,6.9776,-1,12.1,-12.1
250627,2019-11-28 05:30:11.217,-73.8617,6.952000000000001,-1,8.3,-8.3
250628,2019-11-28 05:30:11.287,-74.0102,6.8934,1,6.3,6.3
250629,2019-11-28 05:30:11.340,-73.998,6.9467,1,7.1,7.1
250630,2019-11-28 05:30:19.140,-73.7994,6.9469,-1,4.6,-4.6
250631,2019-11-28 05:30:19.353,-73.9985,6.9458,1,20.0,20.0
250632,2019-11-28 05:30:19.380,-74.0147,6.9608,-1,15.3,-15.3
250633,2019-11-28 05:30:19.437,-74.0027,6.9402,1,5.3,5.3
250634,2019-11-28 05:30:33.957,-74.0939,6.9361,-1,9.5,-9.5
250635,2019-11-28 05:30:33.987,-74.1239,6.9331,-1,13.3,-13.3
250636,2019-11-28 05:30:34.037,-74.1531,6.9491,1,35.2,35.2
250637,2019-11-28 05:30:34.117,-74.0166,6.9502,1,8.5,8.5
250638,2019-11-28 05:30:49.533,-73.9655,6.9608,-1,4.4,-4.4
250639,2019-11-28 05:30:58.737,-74.0352,6.997999999999999,1,8.3,8.3
250640,2019-11-28 05:30:58.950,-73.9538,7.0385,1,6.6,6.6
250641,2019-11-28 05:30:58.983,-74.0506,6.9905,1,6.9,6.9
250642,2019-11-28 05:31:05.230,-74.013,6.9953,1,29.7,29.7
250643,2019-11-28 05:31:09.807,-73.997,6.9324,-1,7.5,-7.5
250644,2019-11-28 05:31:12.287,-74.0416,6.9651,1,13.0,13.0
250645,2019-11-28 05:31:12.707,-74.0277,6.9589,-1,41.7,-41.7
250646,2019-11-28 05:31:21.370,-74.0114,6.9787,1,6.8,6.8
250647,2019-11-28 05:31:23.327,-74.0167,6.9625,1,7.3,7.3
250648,2019-11-28 05:31:24.363,-74.1511,6.9458,1,6.0,6.0
250649,2019-11-28 05:31:30.767,-74.0304,6.9661,1,8.7,8.7
250650,2019-11-28 05:31:35.680,-73.7362,7.064,-1,5.1,-5.1
250651,2019-11-28 05:31:37.840,-74.0441,6.9646,1,4.1,4.1
250652,2019-11-28 05:31:48.327,-73.8945,6.9892,1,4.9,4.9
250653,2019-11-28 05:31:48.340,-73.8995,6.9903,1,4.9,4.9
250654,2019-11-28 05:32:04.273,-74.1248,6.8922,1,9.9,9.9
250655,2019-11-28 05:32:11.987,-73.9625,7.0386,1,6.9,6.9
250656,2019-11-28 05:32:19.800,-74.0447,6.9639,1,18.2,18.2
250657,2019-11-28 05:32:25.397,-73.711,7.0611,1,4.9,4.9
250658,2019-11-28 05:32:27.803,-74.01899999999999,6.9681,1,6.8,6.8
250659,2019-11-28 05:32:37.037,-73.9949,6.9644,1,5.8,5.8
250660,2019-11-28 05:32:46.450,-74.0361,6.9477,-1,6.7,-6.7
250661,2019-11-28 05:32:51.067,-73.9899,7.0223,-1,5.9,-5.9
250662,2019-11-28 05:32:51.363,-73.9909,7.0158,-1,8.1,-8.1
250663,2019-11-28 05:32:54.943,-73.9667,6.9496,1,6.0,6.0
250664,2019-11-28 05:32:59.560,-74.0507,6.9215,1,7.3,7.3
250665,2019-11-28 05:33:03.573,-74.1765,6.9535,-1,7.0,-7.0
250666,2019-11-28 05:33:03.573,-74.1704,6.9629,1,7.6,7.6
250667,2019-11-28 05:33:07.670,-74.0261,6.9953,-1,4.7,-4.7
250668,2019-11-28 05:33:09.207,-73.7751,7.0063,1,5.6,5.6
250669,2019-11-28 05:33:15.770,-74.0138,6.9726,1,8.5,8.5
250670,2019-11-28 05:33:44.133,-73.8599,6.9868,1,12.5,12.5
250671,2019-11-28 05:33:44.230,-73.8379,6.8822,1,31.0,31.0
250672,2019-11-28 05:33:53.287,-74.0024,6.9466,1,21.5,21.5
250673,2019-11-28 05:34:05.557,-73.9331,6.71,-1,5.9,-5.9
250674,2019-11-28 05:34:13.643,-74.0079,7.141,1,18.5,18.5
250675,2019-11-28 05:34:17.403,-74.0131,6.9604,-1,5.8,-5.8
250676,2019-11-28 05:34:29.687,-74.0181,6.9246,1,9.9,9.9
250677,2019-11-28 05:34:31.917,-73.9736,6.932,-1,10.1,-10.1
250678,2019-11-28 05:34:51.083,-74.1907,6.9504,-1,8.6,-8.6
250679,2019-11-28 05:34:51.087,-74.1875,6.9534,1,6.4,6.4
250680,2019-11-28 05:34:51.707,-74.2249,6.8846,-1,71.4,-71.4
250681,2019-11-28 05:34:51.780,-74.2255,6.8886,-1,9.6,-9.6
250682,2019-11-28 05:34:51.990,-74.2255,6.8861,-1,6.6,-6.6
250683,2019-11-28 05:35:03.010,-73.765,7.0644,-1,13.7,-13.7
250684,2019-11-28 05:35:04.097,-73.6977,7.0599,1,8.6,8.6
250685,2019-11-28 05:35:08.933,-73.9855,6.9597,1,18.5,18.5
250686,2019-11-28 05:35:17.363,-74.0163,6.9791,1,3.9,3.9
250687,2019-11-28 05:35:17.447,-74.0128,6.9429,1,8.2,8.2
250688,2019-11-28 05:35:17.470,-73.9883,6.9315,1,5.0,5.0
250689,2019-11-28 05:35:17.483,-73.8723,6.9942,1,8.4,8.4
250690,2019-11-28 05:35:33.847,-73.9917,6.9543,-1,5.1,-5.1
250691,2019-11-28 05:35:39.073,-73.7131,7.0594,1,8.3,8.3
250692,2019-11-28 05:35:58.770,-73.8099,6.9943,1,6.4,6.4
250693,2019-11-28 05:36:15.310,-74.1983,6.9454,-1,10.2,-10.2
250694,2019-11-28 05:36:15.313,-74.2267,6.9592,-1,9.3,-9.3
250695,2019-11-28 05:36:18.807,-73.9743,6.8534,1,5.1,5.1
250696,2019-11-28 05:36:27.377,-74.0207,7.0329,1,5.3,5.3
250697,2019-11-28 05:36:39.737,-74.0027,6.954,-1,6.4,-6.4
250698,2019-11-28 05:36:48.530,-73.9943,6.9907,1,19.7,19.7
250699,2019-11-28 05:36:48.583,-74.0475,6.9845,-1,15.8,-15.8
250700,2019-11-28 05:36:48.613,-74.0245,6.9987,-1,17.7,-17.7
250701,2019-11-28 05:36:48.713,-74.0231,7.0,-1,10.9,-10.9
250702,2019-11-28 05:36:48.803,-74.002,6.9882,-1,20.5,-20.5
250703,2019-11-28 05:36:48.917,-74.0281,6.9993,-1,31.9,-31.9
250704,2019-11-28 05:36:49.023,-74.0256,7.0009,-1,21.0,-21.0
250705,2019-11-28 05:36:49.120,-74.0234,7.0005,-1,6.1,-6.1
250706,2019-11-28 05:36:49.210,-74.0296,6.9991,-1,34.8,-34.8
250707,2019-11-28 05:36:52.070,-74.0354,6.9483,-1,4.5,-4.5
250708,2019-11-28 05:36:52.423,-74.0232,7.0488,1,6.8,6.8
250709,2019-11-28 05:36:54.793,-73.7723,7.0009,-1,11.6,-11.6
250710,2019-11-28 05:37:01.493,-73.8764,7.0035,1,5.8,5.8
250711,2019-11-28 05:37:03.330,-74.168,6.939,-1,4.6,-4.6
250712,2019-11-28 05:37:03.330,-74.1693,6.9374,-1,10.2,-10.2
250713,2019-11-28 05:37:03.337,-74.1681,6.9363,-1,5.4,-5.4
250714,2019-11-28 05:37:03.573,-74.1678,6.9394,1,6.3,6.3
250715,2019-11-28 05:37:15.317,-74.0231,7.0574,1,17.4,17.4
250716,2019-11-28 05:37:24.680,-73.9825,6.9372,-1,8.9,-8.9
250717,2019-11-28 05:37:24.940,-73.994,6.9127,-1,10.4,-10.4
250718,2019-11-28 05:37:35.980,-74.0017,7.0487,-1,12.5,-12.5
250719,2019-11-28 05:37:35.983,-74.006,7.0926,-1,4.3,-4.3
250720,2019-11-28 05:37:36.877,-74.0021,7.0051,-1,8.3,-8.3
250721,2019-11-28 05:37:54.893,-74.0286,6.9546,1,6.8,6.8
250722,2019-11-28 05:38:18.530,-74.0299,7.0339,-1,10.5,-10.5
250723,2019-11-28 05:38:18.840,-74.0596,6.9238,-1,49.6,-49.6
250724,2019-11-28 05:38:19.277,-73.8868,6.9951,-1,9.1,-9.1
250725,2019-11-28 05:38:31.297,-73.7777,6.9898,-1,18.5,-18.5
250726,2019-11-28 05:38:35.230,-73.9995,6.9482,-1,10.2,-10.2
250727,2019-11-28 05:38:51.397,-73.7221,7.074,1,14.4,14.4
250728,2019-11-28 05:38:54.320,-74.2297,6.8733,-1,46.1,-46.1
250729,2019-11-28 05:38:54.357,-74.2292,6.8751,-1,12.6,-12.6
250730,2019-11-28 05:38:54.847,-73.8944,6.9757,-1,47.2,-47.2
250731,2019-11-28 05:38:55.143,-73.8878,6.973,1,4.1,4.1
250732,2019-11-28 05:39:06.530,-73.9656,7.0419,-1,5.8,-5.8
250733,2019-11-28 05:39:12.877,-73.7267,7.1042,1,12.9,12.9
250734,2019-11-28 05:39:24.457,-74.0295,7.0729,1,5.4,5.4
250735,2019-11-28 05:39:24.530,-74.0618,6.9777,1,11.9,11.9
250736,2019-11-28 05:39:25.157,-73.8212,7.0053,-1,5.5,-5.5
250737,2019-11-28 05:39:50.680,-73.7721,7.0011,-1,18.4,-18.4
250738,2019-11-28 05:39:55.390,-74.117,6.9328,1,10.7,10.7
250739,2019-11-28 05:41:00.743,-73.8007,7.0067,1,6.8,6.8
250740,2019-11-28 05:41:00.860,-73.8136,7.0759,-1,8.4,-8.4
250741,2019-11-28 05:41:03.440,-74.0426,7.0385,1,17.0,17.0
250742,2019-11-28 05:41:23.527,-74.0562,6.9424,1,15.8,15.8
250743,2019-11-28 05:41:26.900,-73.7757,7.0031,-1,16.2,-16.2
250744,2019-11-28 05:41:40.853,-73.9687,7.0045,1,4.8,4.8
250745,2019-11-28 05:41:41.323,-74.0477,6.8747,1,5.7,5.7
250746,2019-11-28 05:42:00.877,-74.0658,7.0192,1,25.3,25.3
250747,2019-11-28 05:42:01.090,-74.0286,6.9702,1,4.1,4.1
250748,2019-11-28 05:42:09.200,-73.7447,7.0817,1,6.8,6.8
250749,2019-11-28 05:42:09.207,-73.7414,7.0787,1,5.2,5.2
250750,2019-11-28 05:42:09.227,-73.7463,7.0774,1,5.6,5.6
250751,2019-11-28 05:42:09.253,-73.7861,7.1137,-1,4.2,-4.2
250752,2019-11-28 05:42:09.513,-73.7526,7.0957,1,5.1,5.1
250753,2019-11-28 05:42:31.707,-73.9506,6.9596,-1,7.2,-7.2
250754,2019-11-28 05:42:32.137,-74.0143,7.0206,-1,20.8,-20.8
250755,2019-11-28 05:42:39.743,-74.0049,6.9501,-1,4.3,-4.3
250756,2019-11-28 05:43:07.660,-73.9949,6.9815,1,13.4,13.4
250757,2019-11-28 05:43:12.520,-73.8069,6.9642,-1,4.5,-4.5
250758,2019-11-28 05:43:14.557,-74.1043,6.9701,-1,9.9,-9.9
250759,2019-11-28 05:43:14.590,-74.0907,6.9718,1,6.8,6.8
250760,2019-11-28 05:43:21.140,-73.9524,7.0066,-1,5.7,-5.7
250761,2019-11-28 05:43:49.530,-74.0151,7.0062,1,14.2,14.2
250762,2019-11-28 05:43:59.757,-73.742,7.0109,1,19.1,19.1
250763,2019-11-28 05:44:00.273,-73.7493,7.037000000000001,-1,5.7,-5.7
250764,2019-11-28 05:44:03.880,-74.062,7.0168,1,16.4,16.4
250765,2019-11-28 05:44:12.537,-74.0093,7.0329999999999995,1,5.8,5.8
250766,2019-11-28 05:44:12.700,-74.0165,7.0278,-1,6.0,-6.0
250767,2019-11-28 05:44:37.193,-73.9248,7.0662,1,4.5,4.5
250768,2019-11-28 05:44:47.477,-73.7448,7.0821,-1,6.3,-6.3
250769,2019-11-28 05:44:59.987,-74.0184,7.0113,1,4.8,4.8
250770,2019-11-28 05:45:05.190,-73.8933,7.0372,-1,10.8,-10.8
250771,2019-11-28 05:45:05.203,-73.8969,7.0360000000000005,-1,11.8,-11.8
250772,2019-11-28 05:45:10.720,-74.0389,7.0535,1,4.3,4.3
250773,2019-11-28 05:45:19.180,-73.7531,7.0396,1,22.6,22.6
250774,2019-11-28 05:45:28.187,-74.0325,7.0235,1,4.3,4.3
250775,2019-11-28 05:45:40.060,-74.0578,7.0363,1,8.5,8.5
250776,2019-11-28 05:45:40.133,-74.0595,7.0107,-1,6.7,-6.7
250777,2019-11-28 05:45:40.253,-74.0287,7.0183,-1,7.0,-7.0
250778,2019-11-28 05:46:16.000,-74.0279,7.0188,-1,12.4,-12.4
250779,2019-11-28 05:46:16.337,-74.0884,6.9443,-1,7.3,-7.3
250780,2019-11-28 05:46:24.003,-74.0597,7.0766,1,8.7,8.7
250781,2019-11-28 05:46:32.517,-74.0608,7.0267,-1,8.0,-8.0
250782,2019-11-28 05:46:40.837,-73.854,7.0561,1,11.6,11.6
250783,2019-11-28 05:46:41.287,-74.119,6.9689,1,9.8,9.8
250784,2019-11-28 05:46:41.297,-74.0681,6.6452,-1,8.4,-8.4
250785,2019-11-28 05:46:41.340,-73.7996,7.0305,1,9.5,9.5
250786,2019-11-28 05:46:51.543,-74.0011,6.9495,-1,10.6,-10.6
250787,2019-11-28 05:48:02.063,-73.7614,7.042999999999999,1,11.9,11.9
250788,2019-11-28 05:48:03.923,-73.9259,6.9697,1,9.6,9.6
250789,2019-11-28 05:48:11.897,-73.9972,7.0312,-1,6.9,-6.9
250790,2019-11-28 05:48:30.617,-73.9012,7.0056,1,5.0,5.0
250791,2019-11-28 05:48:39.203,-74.0801,6.9542,-1,7.7,-7.7
250792,2019-11-28 05:48:44.460,-74.0398,7.015,1,4.3,4.3
250793,2019-11-28 05:48:44.743,-74.0344,7.0192,-1,5.2,-5.2
250794,2019-11-28 05:48:53.037,-74.0327,7.0158,-1,5.7,-5.7
250795,2019-11-28 05:48:53.130,-74.0151,6.9804,1,6.0,6.0
250796,2019-11-28 05:49:09.510,-74.0475,7.0279,1,14.4,14.4
250797,2019-11-28 05:49:27.480,-74.0753,7.0177,1,7.6,7.6
250798,2019-11-28 05:49:34.297,-73.8545,7.1409,1,7.9,7.9
250799,2019-11-28 05:49:36.187,-74.0388,7.0146,1,5.3,5.3
250800,2019-11-28 05:49:36.193,-74.0554,6.9679,-1,7.3,-7.3
250801,2019-11-28 05:49:46.737,-74.0392,7.0042,-1,9.8,-9.8
250802,2019-11-28 05:49:51.197,-73.973,6.9851,1,9.2,9.2
250803,2019-11-28 05:49:54.447,-74.0453,7.0011,1,7.3,7.3
250804,2019-11-28 05:49:54.610,-74.0637,6.9865,1,5.9,5.9
250805,2019-11-28 05:50:30.687,-73.7855,7.0245,-1,7.4,-7.4
250806,2019-11-28 05:50:36.943,-74.3026,6.9163,-1,6.9,-6.9
250807,2019-11-28 05:50:43.457,-74.0095,7.0092,1,10.1,10.1
250808,2019-11-28 05:50:43.463,-74.0032,7.0017,-1,108.9,-108.9
250809,2019-11-28 05:50:43.493,-74.0584,7.0711,-1,10.6,-10.6
250810,2019-11-28 05:50:43.493,-74.0209,7.0135,-1,13.4,-13.4
250811,2019-11-28 05:50:43.520,-73.9958,7.0048,-1,6.4,-6.4
250812,2019-11-28 05:50:43.867,-73.9647,6.9999,-1,8.3,-8.3
